Genotype	Population	LA	Selected	Group
PHW30/Mo17_007	PHW30/Mo17	69	No	
PHW30/Mo17_008	PHW30/Mo17	63	No	
PHW30/Mo17_009	PHW30/Mo17	64	No	
PHW30/Mo17_010	PHW30/Mo17	60	Yes	Flat
PHW30/Mo17_011	PHW30/Mo17	72	No	
PHW30/Mo17_012	PHW30/Mo17	70	No	
PHW30/Mo17_013	PHW30/Mo17	65	No	
PHW30/Mo17_014	PHW30/Mo17	63	No	
PHW30/Mo17_015	PHW30/Mo17	70	No	
PHW30/Mo17_016	PHW30/Mo17	76	Yes	Upright
PHW30/Mo17_017	PHW30/Mo17	64	No	
PHW30/Mo17_018	PHW30/Mo17	65	No	
PHW30/Mo17_019	PHW30/Mo17	57	Yes	Flat
PHW30/Mo17_020	PHW30/Mo17	71	No	
PHW30/Mo17_021	PHW30/Mo17	73	No	
PHW30/Mo17_022	PHW30/Mo17	70	No	
PHW30/Mo17_023	PHW30/Mo17	64	No	
PHW30/Mo17_024	PHW30/Mo17	71	No	
PHW30/Mo17_025	PHW30/Mo17	72	No	
PHW30/Mo17_026	PHW30/Mo17	68	Yes	Average
PHW30/Mo17_027	PHW30/Mo17	66	Yes	Average
PHW30/Mo17_028	PHW30/Mo17	74	Yes	Upright
PHW30/Mo17_029	PHW30/Mo17	65	No	
PHW30/Mo17_030	PHW30/Mo17	69	No	
PHW30/Mo17_031	PHW30/Mo17	73	No	
PHW30/Mo17_032	PHW30/Mo17	75	Yes	Upright
PHW30/Mo17_033	PHW30/Mo17	66	Yes	Average
PHW30/Mo17_034	PHW30/Mo17	63	No	
PHW30/Mo17_035	PHW30/Mo17	71	No	
PHW30/Mo17_036	PHW30/Mo17	69	No	
PHW30/Mo17_037	PHW30/Mo17	75	Yes	Upright
PHW30/Mo17_038	PHW30/Mo17	70	No	
PHW30/Mo17_039	PHW30/Mo17	65	No	
PHW30/Mo17_040	PHW30/Mo17	64	No	
PHW30/Mo17_041	PHW30/Mo17	67	No	
PHW30/Mo17_042	PHW30/Mo17	66	No	
PHW30/Mo17_043	PHW30/Mo17	62	No	
PHW30/Mo17_044	PHW30/Mo17	70	No	
PHW30/Mo17_045	PHW30/Mo17	77	No	
PHW30/Mo17_046	PHW30/Mo17	68	No	
PHW30/Mo17_047	PHW30/Mo17	69	No	
PHW30/Mo17_048	PHW30/Mo17	66	No	
PHW30/Mo17_049	PHW30/Mo17	74	Yes	Upright
PHW30/Mo17_050	PHW30/Mo17	75	Yes	Upright
PHW30/Mo17_051	PHW30/Mo17	75	Yes	Upright
PHW30/Mo17_052	PHW30/Mo17	62	No	
PHW30/Mo17_053	PHW30/Mo17	66	No	
PHW30/Mo17_054	PHW30/Mo17	77	Yes	Upright
PHW30/Mo17_055	PHW30/Mo17	68	No	
PHW30/Mo17_056	PHW30/Mo17	72	No	
PHW30/Mo17_057	PHW30/Mo17	73	No	
PHW30/Mo17_058	PHW30/Mo17	64	No	
PHW30/Mo17_059	PHW30/Mo17	77	Yes	Upright
PHW30/Mo17_060	PHW30/Mo17	56	No	
PHW30/Mo17_061	PHW30/Mo17	62	Yes	Flat
PHW30/Mo17_062	PHW30/Mo17	65	No	
PHW30/Mo17_063	PHW30/Mo17	66	No	
PHW30/Mo17_064	PHW30/Mo17	67	Yes	Average
PHW30/Mo17_065	PHW30/Mo17	68	Yes	Average
PHW30/Mo17_066	PHW30/Mo17	68	No	
PHW30/Mo17_067	PHW30/Mo17	66	No	
PHW30/Mo17_068	PHW30/Mo17	69	No	
PHW30/Mo17_069	PHW30/Mo17	66	No	
PHW30/Mo17_070	PHW30/Mo17	68	No	
PHW30/Mo17_071	PHW30/Mo17	64	No	
PHW30/Mo17_072	PHW30/Mo17	76	No	
PHW30/Mo17_073	PHW30/Mo17	68	Yes	Average
PHW30/Mo17_074	PHW30/Mo17	68	No	
PHW30/Mo17_075	PHW30/Mo17	71	No	
PHW30/Mo17_076	PHW30/Mo17	60	Yes	Flat
PHW30/Mo17_077	PHW30/Mo17	62	Yes	Flat
PHW30/Mo17_078	PHW30/Mo17	70	No	
PHW30/Mo17_079	PHW30/Mo17	70	No	
PHW30/Mo17_080	PHW30/Mo17	63	No	
PHW30/Mo17_081	PHW30/Mo17	63	No	
PHW30/Mo17_082	PHW30/Mo17	67	No	
PHW30/Mo17_083	PHW30/Mo17	74	No	
PHW30/Mo17_084	PHW30/Mo17	66	No	
PHW30/Mo17_085	PHW30/Mo17	68	Yes	Average
PHW30/Mo17_086	PHW30/Mo17	72	No	
PHW30/Mo17_087	PHW30/Mo17	73	No	
PHW30/Mo17_088	PHW30/Mo17	60	Yes	Flat
PHW30/Mo17_089	PHW30/Mo17	77	Yes	Upright
PHW30/Mo17_090	PHW30/Mo17	67	No	
PHW30/Mo17_091	PHW30/Mo17	68	No	
PHW30/Mo17_092	PHW30/Mo17	67	Yes	Average
PHW30/Mo17_093	PHW30/Mo17	64	No	
PHW30/Mo17_094	PHW30/Mo17	68	No	
PHW30/Mo17_095	PHW30/Mo17	57	Yes	Flat
PHW30/Mo17_096	PHW30/Mo17	64	No	
PHW30/Mo17_097	PHW30/Mo17	74	No	
PHW30/Mo17_098	PHW30/Mo17	69	No	
PHW30/Mo17_099	PHW30/Mo17	55	Yes	Flat
PHW30/Mo17_100	PHW30/Mo17	69	No	
PHW30/Mo17_101	PHW30/Mo17	67	Yes	Average
PHW30/Mo17_102	PHW30/Mo17	74	No	
PHW30/Mo17_103	PHW30/Mo17	72	No	
PHW30/Mo17_104	PHW30/Mo17	69	No	
PHW30/Mo17_105	PHW30/Mo17	71	No	
PHW30/Mo17_106	PHW30/Mo17	62	No	
PHW30/Mo17_107	PHW30/Mo17	59	Yes	Flat
PHW30/Mo17_108	PHW30/Mo17	62	No	
PHW30/Mo17_109	PHW30/Mo17	69	No	
PHW30/Mo17_110	PHW30/Mo17	67	Yes	Average
PHW30/Mo17_111	PHW30/Mo17	75	No	
PHW30/Mo17_112	PHW30/Mo17	72	No	
PHW30/Mo17_113	PHW30/Mo17	77	Yes	Upright
PHW30/Mo17_114	PHW30/Mo17	63	No	
PHW30/Mo17_115	PHW30/Mo17	65	No	
PHW30/Mo17_116	PHW30/Mo17	74	No	
PHW30/Mo17_117	PHW30/Mo17	65	No	
PHW30/Mo17_118	PHW30/Mo17	71	No	
PHW30/Mo17_119	PHW30/Mo17	66	No	
PHW30/Mo17_120	PHW30/Mo17	70	No	
PHW30/Mo17_121	PHW30/Mo17	63	No	
PHW30/Mo17_122	PHW30/Mo17	68	No	
PHW30/Mo17_123	PHW30/Mo17	63	No	
PHW30/Mo17_124	PHW30/Mo17	67	No	
PHW30/Mo17_125	PHW30/Mo17	70	No	
PHW30/Mo17_126	PHW30/Mo17	70	No	
PHW30/Mo17_127	PHW30/Mo17	68	No	
PHW30/Mo17_128	PHW30/Mo17	61	No	
PHW30/Mo17_129	PHW30/Mo17	78	Yes	Upright
PHW30/Mo17_130	PHW30/Mo17	69	No	
PHW30/Mo17_131	PHW30/Mo17	73	No	
PHW30/Mo17_132	PHW30/Mo17	66	No	
PHW30/Mo17_133	PHW30/Mo17	68	No	
PHW30/Mo17_134	PHW30/Mo17	63	No	
PHW30/Mo17_135	PHW30/Mo17	55	Yes	Flat
PHW30/Mo17_136	PHW30/Mo17	76	Yes	Upright
PHW30/Mo17_137	PHW30/Mo17	62	No	
PHW30/Mo17_138	PHW30/Mo17	69	No	
PHW30/Mo17_139	PHW30/Mo17	68	Yes	Average
PHW30/Mo17_140	PHW30/Mo17	58	No	
PHW30/Mo17_141	PHW30/Mo17	50	Yes	Flat
PHW30/Mo17_142	PHW30/Mo17	54	Yes	Flat
PHW30/Mo17_143	PHW30/Mo17	72	No	
PHW30/Mo17_144	PHW30/Mo17	65	No	
PHW30/Mo17_145	PHW30/Mo17	63	No	
PHW30/Mo17_146	PHW30/Mo17	63	No	
PHW30/Mo17_147	PHW30/Mo17	76	Yes	Upright
PHW30/Mo17_148	PHW30/Mo17	68	No	
PHW30/Mo17_149	PHW30/Mo17	64	No	
PHW30/Mo17_150	PHW30/Mo17	65	No	
PHW30/Mo17_151	PHW30/Mo17	55	No	
PHW30/Mo17_152	PHW30/Mo17	65	No	
PHW30/Mo17_153	PHW30/Mo17	66	No	
PHW30/Mo17_154	PHW30/Mo17	75	No	
PHW30/Mo17_155	PHW30/Mo17	77	Yes	Upright
PHW30/Mo17_156	PHW30/Mo17	70	No	
PHW30/Mo17_157	PHW30/Mo17	61	Yes	Flat
PHW30/Mo17_158	PHW30/Mo17	71	No	
PHW30/Mo17_159	PHW30/Mo17	63	No	
PHW30/Mo17_160	PHW30/Mo17	59	Yes	Flat
PHW30/Mo17_161	PHW30/Mo17	61	Yes	Flat
PHW30/Mo17_162	PHW30/Mo17	64	No	
PHW30/Mo17_163	PHW30/Mo17	53	No	
PHW30/Mo17_164	PHW30/Mo17	73	No	
PHW30/Mo17_165	PHW30/Mo17	54	Yes	Flat
PHW30/Mo17_166	PHW30/Mo17	55	Yes	Flat
PHW30/Mo17_167	PHW30/Mo17	64	No	
PHW30/Mo17_168	PHW30/Mo17	62	No	
PHW30/Mo17_169	PHW30/Mo17	65	No	
PHW30/Mo17_170	PHW30/Mo17	70	No	
PHW30/Mo17_171	PHW30/Mo17	70	No	
PHW30/Mo17_172	PHW30/Mo17	66	No	
PHW30/Mo17_173	PHW30/Mo17	69	No	
PHW30/Mo17_174	PHW30/Mo17	67	No	
PHW30/Mo17_175	PHW30/Mo17	68	No	
PHW30/Mo17_176	PHW30/Mo17	68	No	
PHW30/Mo17_177	PHW30/Mo17	63	No	
PHW30/Mo17_178	PHW30/Mo17	78	Yes	Upright
PHW30/Mo17_179	PHW30/Mo17	69	Yes	Average
PHW30/Mo17_180	PHW30/Mo17	67	Yes	Average
PHW30/Mo17_181	PHW30/Mo17	64	No	
PHW30/Mo17_182	PHW30/Mo17	65	No	
PHW30/Mo17_183	PHW30/Mo17	64	No	
PHW30/Mo17_184	PHW30/Mo17	71	No	
PHW30/Mo17_185	PHW30/Mo17	65	No	
PHW30/Mo17_186	PHW30/Mo17	71	No	
PHW30/Mo17_187	PHW30/Mo17	77	Yes	Upright
PHW30/Mo17_188	PHW30/Mo17	69	Yes	Average
PHW30/Mo17_189	PHW30/Mo17	75	No	
PHW30/Mo17_190	PHW30/Mo17	73	No	
PHW30/Mo17_191	PHW30/Mo17	61	No	
PHW30/Mo17_192	PHW30/Mo17	72	No	
PHW30/Mo17_193	PHW30/Mo17	69	No	
PHW30/Mo17_194	PHW30/Mo17	67	Yes	Average
PHW30/Mo17_195	PHW30/Mo17	57	Yes	Flat
PHW30/Mo17_196	PHW30/Mo17	70	No	
PHW30/Mo17_197	PHW30/Mo17	66	No	
PHW30/Mo17_198	PHW30/Mo17	73	No	
PHW30/Mo17_199	PHW30/Mo17	71	No	
PHW30/Mo17_200	PHW30/Mo17	69	No	
PHW30/Mo17_201	PHW30/Mo17	71	No	
PHW30/Mo17_202	PHW30/Mo17	62	No	
PHW30/Mo17_203	PHW30/Mo17	71	No	
PHW30/Mo17_204	PHW30/Mo17	63	No	
PHW30/Mo17_205	PHW30/Mo17	55	No	
PHW30/Mo17_206	PHW30/Mo17	62	No	
PHW30/Mo17_207	PHW30/Mo17	74	No	
PHW30/Mo17_208	PHW30/Mo17	72	No	
PHW30/Mo17_209	PHW30/Mo17	56	No	
PHW30/Mo17_210	PHW30/Mo17	63	No	
PHW30/Mo17_211	PHW30/Mo17	68	No	
PHW30/Mo17_212	PHW30/Mo17	69	No	
PHW30/Mo17_213	PHW30/Mo17	68	No	
PHW30/Mo17_214	PHW30/Mo17	73	No	
PHW30/Mo17_215	PHW30/Mo17	73	No	
PHW30/Mo17_216	PHW30/Mo17	67	No	
PHW30/Mo17_217	PHW30/Mo17	68	No	
PHW30/Mo17_218	PHW30/Mo17	72	No	
PHW30/Mo17_219	PHW30/Mo17	69	No	
PHW30/Mo17_220	PHW30/Mo17	68	No	
PHW30/Mo17_221	PHW30/Mo17	69	No	
PHW30/Mo17_222	PHW30/Mo17	68	No	
PHW30/Mo17_223	PHW30/Mo17	73	No	
PHW30/Mo17_224	PHW30/Mo17	63	No	
PHW30/Mo17_225	PHW30/Mo17	66	No	
PHW30/Mo17_226	PHW30/Mo17	62	No	
PHW30/Mo17_227	PHW30/Mo17	69	No	
PHW30/Mo17_228	PHW30/Mo17	64	No	
PHW30/Mo17_229	PHW30/Mo17	67	No	
PHW30/Mo17_230	PHW30/Mo17	66	No	
PHW30/Mo17_231	PHW30/Mo17	71	No	
PHW30/Mo17_232	PHW30/Mo17	67	No	
PHW30/Mo17_233	PHW30/Mo17	73	No	
PHW30/Mo17_234	PHW30/Mo17	82	Yes	Upright
PHW30/Mo17_235	PHW30/Mo17	72	No	
PHW30/Mo17_236	PHW30/Mo17	66	No	
PHW30/Mo17_237	PHW30/Mo17	66	No	
PHW30/Mo17_238	PHW30/Mo17	69	No	
PHW30/Mo17_239	PHW30/Mo17	64	No	
PHW30/Mo17_240	PHW30/Mo17	55	No	
PHW30/Mo17_241	PHW30/Mo17	60	No	
PHW30/Mo17_242	PHW30/Mo17	76	Yes	Upright
PHW30/Mo17_243	PHW30/Mo17	66	No	
PHW30/Mo17_244	PHW30/Mo17	63	No	
PHW30/Mo17_245	PHW30/Mo17	73	No	
PHW30/Mo17_246	PHW30/Mo17	66	No	
PHW30/Mo17_247	PHW30/Mo17	70	No	
PHW30/Mo17_248	PHW30/Mo17	66	No	
PHW30/Mo17_249	PHW30/Mo17	63	No	
PHW30/Mo17_250	PHW30/Mo17	62	No	
PHW30/Mo17_251	PHW30/Mo17	74	No	
PHW30/Mo17_252	PHW30/Mo17	68	Yes	Average
PHW30/Mo17_253	PHW30/Mo17	54	No	
PHW30/Mo17_254	PHW30/Mo17	71	No	
PHW30/Mo17_255	PHW30/Mo17	66	No	
PHW30/Mo17_256	PHW30/Mo17	71	No	
PHW30/Mo17_257	PHW30/Mo17	70	No	
PHW30/Mo17_258	PHW30/Mo17	75	No	
PHW30/Mo17_259	PHW30/Mo17	54	No	
PHW30/Mo17_260	PHW30/Mo17	69	No	
PHW30/Mo17_261	PHW30/Mo17	69	No	
PHW30/Mo17_262	PHW30/Mo17	65	No	
PHW30/Mo17_263	PHW30/Mo17	72	No	
PHW30/Mo17_264	PHW30/Mo17	74	No	
PHW30/Mo17_265	PHW30/Mo17	69	No	
PHW30/Mo17_266	PHW30/Mo17	77	Yes	Upright
PHW30/Mo17_267	PHW30/Mo17	64	No	
PHW30/Mo17_268	PHW30/Mo17	72	No	
PHW30/Mo17_269	PHW30/Mo17	70	No	
PHW30/Mo17_270	PHW30/Mo17	62	No	
PHW30/Mo17_271	PHW30/Mo17	73	No	
PHW30/Mo17_272	PHW30/Mo17	68	No	
PHW30/Mo17_273	PHW30/Mo17	67	No	
PHW30/Mo17_274	PHW30/Mo17	64	No	
PHW30/Mo17_275	PHW30/Mo17	75	No	
PHW30/Mo17_276	PHW30/Mo17	72	No	
PHW30/Mo17_277	PHW30/Mo17	70	No	
PHW30/Mo17_278	PHW30/Mo17	56	Yes	Flat
PHW30/Mo17_279	PHW30/Mo17	75	No	
PHW30/Mo17_280	PHW30/Mo17	63	No	
PHW30/Mo17_281	PHW30/Mo17	71	No	
PHW30/Mo17_282	PHW30/Mo17	73	No	
PHW30/Mo17_283	PHW30/Mo17	75	No	
PHW30/Mo17_284	PHW30/Mo17	61	No	
PHW30/Mo17_285	PHW30/Mo17	63	No	
PHW30/Mo17_286	PHW30/Mo17	69	No	
PHW30/Mo17_287	PHW30/Mo17	71	No	
PHW30/Mo17_288	PHW30/Mo17	68	No	
PHW30/Mo17_289	PHW30/Mo17	72	No	
PHW30/Mo17_290	PHW30/Mo17	67	No	
PHW30/Mo17_291	PHW30/Mo17	67	No	
PHW30/Mo17_292	PHW30/Mo17	75	No	
PHW30/Mo17_293	PHW30/Mo17	67	No	
PHW30/Mo17_294	PHW30/Mo17	68	No	
PHW30/Mo17_295	PHW30/Mo17	72	No	
PHW30/Mo17_296	PHW30/Mo17	62	No	
PHW30/Mo17_297	PHW30/Mo17	60	Yes	Flat
PHW30/Mo17_298	PHW30/Mo17	60	Yes	Flat
PHW30/Mo17_299	PHW30/Mo17	60	Yes	Flat
PHW30/Mo17_300	PHW30/Mo17	66	No	
PHW30/Mo17_301	PHW30/Mo17	67	No	
PHW30/Mo17_302	PHW30/Mo17	63	No	
PHW30/Mo17_303	PHW30/Mo17	64	No	
PHW30/Mo17_304	PHW30/Mo17	68	Yes	Average
PHW30/Mo17_305	PHW30/Mo17	62	No	
PHW30/Mo17_306	PHW30/Mo17	70	No	
PHW30/Mo17_307	PHW30/Mo17	71	No	
PHW30/Mo17_308	PHW30/Mo17	80	Yes	Upright
PHW30/Mo17_309	PHW30/Mo17	69	No	
PHW30/Mo17_310	PHW30/Mo17	73	No	
PHW30/Mo17_311	PHW30/Mo17	70	No	
PHW30/Mo17_312	PHW30/Mo17	72	No	
PHW30/Mo17_313	PHW30/Mo17	66	No	
PHW30/Mo17_314	PHW30/Mo17	66	No	
PHW30/Mo17_315	PHW30/Mo17	82	Yes	Upright
PHW30/Mo17_316	PHW30/Mo17	73	No	
PHW30/Mo17_317	PHW30/Mo17	71	No	
PHW30/Mo17_318	PHW30/Mo17	66	No	
PHW30/Mo17_319	PHW30/Mo17	71	No	
PHW30/Mo17_320	PHW30/Mo17	54	No	
PHW30/Mo17_321	PHW30/Mo17	72	No	
PHW30/Mo17_322	PHW30/Mo17	71	No	
PHW30/Mo17_323	PHW30/Mo17	68	No	
PHW30/Mo17_324	PHW30/Mo17	69	No	
PHW30/Mo17_325	PHW30/Mo17	75	No	
PHW30/Mo17_326	PHW30/Mo17	71	No	
PHW30/Mo17_327	PHW30/Mo17	74	No	
PHW30/Mo17_328	PHW30/Mo17	65	No	
PHW30/Mo17_329	PHW30/Mo17	69	No	
PHW30/Mo17_330	PHW30/Mo17	71	No	
PHW30/Mo17_331	PHW30/Mo17	69	No	
PHW30/Mo17_332	PHW30/Mo17	71	No	
PHW30/Mo17_333	PHW30/Mo17	67	No	
PHW30/Mo17_334	PHW30/Mo17	71	No	
PHW30/Mo17_335	PHW30/Mo17	61	No	
PHW30/Mo17_336	PHW30/Mo17	70	No	
PHW30/Mo17_337	PHW30/Mo17	74	No	
PHW30/Mo17_338	PHW30/Mo17	56	No	
PHW30/Mo17_339	PHW30/Mo17	66	No	
PHW30/Mo17_340	PHW30/Mo17	66	No	
PHW30/Mo17_341	PHW30/Mo17	70	No	
PHW30/Mo17_342	PHW30/Mo17	76	No	
PHW30/Mo17_343	PHW30/Mo17	74	No	
PHW30/Mo17_344	PHW30/Mo17	70	No	
PHW30/Mo17_345	PHW30/Mo17	73	No	
PHW30/Mo17_346	PHW30/Mo17	72	No	
